"","screen_name","text","location"
"3071","mumkiin","My mom just gave me a speech on how I contracted the flu (and I cannot stress this enough) VIRUS because I didn’t wear sweaters that are thick and large enough to fit my body and that of a beluga whale accompanied by three pairs of leggings.","tx "
"3072","nonviolentnews9","https://t.co/BjBBrVz3Sy
Tens of thousands of pigs have died of swine flu in China and hundreds of thousands more were scheduled to be murdered because of the virus. Do pigs suffer less if they are killed becuse of disease rather than for human appetitie?","Ohio, USA"
"3073","AJOatsvall","@neversteponsnek @ToddHagopian So they put a live virus into our bodies hoping it'll build an immunity by making us experience that actual illness. So vaccines make us sick. Still doesn't explain how not getting such a vaccine has allowed me to NOT get the flu in 14 years!","United States of America"
"3074","sniper611","@amanchor Well, it Took You Long Enough To Answer.!!<U+0001F914>
I've Been Trying To Get 
Rid of The Flu Virus For The Last Week, While You Were Gone To The Bahamas,
 or Someplace Like That. 
""So Pull My Finger<U+0001F601>""

~David <U+0001F1FA><U+0001F1F8>"," Oklahoma"
"3075","truebloodnet","@aSciEnthusiast After all, you don't get revaxxed every year unless it's a highly mutating virus like the flu. Research has shown that most core vax are only needed every 7 years at most. There is an ongoing golden retriever study showing even longer titre. Rabies vax shown to last &gt;5 yrs","Michigan, USA"
"3076","adamsolarczykwx","After one of the deadliest flu seasons in recent decades, reported flu cases are down this year. This mainly due to a more familiar virus being the dominant strain. https://t.co/dv9ZFAAFIo","Fort Wayne, IN"
"3077","StephanieisLive","Love listening and JAMMIN' to The BEST ULTIMATE FAVE STATION @965KissFM on @iHeartRadio while Editing it up and getting better from this nasty cold flu virus. #YouGuysAREAWESOME! @javajoel @AllenColon <U+0001F603>","Cleveland! "
"3078","StephanieisLive","Got my Soup Made and now chill time while Drinking @Guayaki tea while getting over this head cold flu and now cough virus. <U+0001F912><U+0001F927>","Cleveland! "
"3079","Elizabeth_A2017","@chilly2pointOh I had Aetna when I worked at VUMC. Choosing between them and Blue Cross is like choosing between the stomach virus or the flu.","Tennessee, USA"
"3080","__aimsss","Update: it’s not the flu, it’s some other virus and they can’t figure out what it is. I feel like I’m dying. And now my baby got it too<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/vTq8Zyukt4","Kansas, USA"
"3081","CareDox","https://t.co/DfbPT03nk5","New York, NY"
"3082","ffacoalition","""The disease is highly contagious among domestic and wild pigs and the virus is very difficult to eradicate. It can survive for an hour at boiling temperatures, days in the environment, weeks in meat or even months in frozen meat products."" #swinefever

https://t.co/NgahqzazXK","Berkeley, CA"
"3083","DMEMEDS","Shared via NYT: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume","Chicago, IL"
"3084","DMEMEDS","Shared via NYT: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume","Chicago, IL"
"3085","DMEMEDS","Shared via NYT: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume","Chicago, IL"
"3086","DMEMEDS","Shared via NYT: Studies of Deadly Flu Virus, Once Banned, Are Set to Resume","Chicago, IL"
"3087","sevenohthree","@TallKid737 Why are they giving you antibiotics when the flu is a virus?","Bayonne, NJ"
"3088","haforlo","I swear to the ole mighty coal miner’s daughter. Do not get me sick. Stomach virus and flu. I can’t! If you are sick - STAY HOME. https://t.co/QUhtU6Xg1g","South Carolina, USA"
"3089","MattKozar_","@WNBC @PeiSzeCheng4NY speaks with @MountSinaiNYC Dr. Erick Eiting for an in depth story about combating the #flu   https://t.co/c5DSjNSkfC","New York, NY"
"3090","oldschoolrockst","@christy_taylor I just believe the flu shot is a shot in the dark. Like it's recommended to take before flu season, but the virus mutates...","Somewhere, MN"
"3091","organicinst","Thyme Destroys Strep Throat, Flu Virus And Fights Respiratory Infections https://t.co/GL8gQAV91U","Ireland"
"3092","organicinst","Thyme Destroys Strep Throat, Flu Virus And Fights Respiratory Infections https://t.co/wYwFE6Xbsg","Ireland"
"3093","DRDriscoll1","@amyklobuchar @SenMarkey @SenTinaSmith Since the flu virus mutates, How do you propose doing that? Not to mention all the antivaxer’s coming out of the woodwork.","California, USA"
"3094","MinnesotaMiners","@amyklobuchar @SenMarkey @SenTinaSmith You can't vaccinate from a virus. You should do some research before you decide to tweet something to the public. The current flu vaccine is a hit or miss proposition every year with more misses than hits.","Minnesota, USA"
"3095","QTent2016","@Blueskiesovergr @TOPublicHealth @ErinPaulCTV @ONThealth The flu shot does not cause people to get the flu (they contain either dead virus, or a single gene niether of which can cause infection) . And this year's vaccine is a good match for the current H1N1 strain and providing good protection.","Toronto, Ontario"
"3096","JennyGiarratano","#GeorgiaState researcher Dr. Baozhong Wang is fighting #influenza #TheStateWay. He's received a $3.86 million federal grant to develop a universal #flu vaccine that will protect against any strain of the virus. #GSUResearch https://t.co/d9Wnsmpeib https://t.co/WJ7x03rPDk","Atlanta GA"
"3097","Michell44090045","@qanon76 @realDonaldTrump @nytimes Flu Vaccines Measles Vaccine is a live virus. So basicly the live Vaccine is being spread to the unvaccinated. Vaccinated is more dangerous. Basicly a silent weapon. To all who pray on our Infants and Children remember the blood you drink has been poisoned it will kill you too.","Virginia, USA"
"3098","Michell44090045","@freedom7930 @KennitaTourvil1 @qanon76 @realDonaldTrump @nytimes These Vaccines are live Virus. Flu Measles and pneumonia.The Vaccinated is Basicly the Host or carriers whom can spread these viruses far and wide. DDT was used as a pesticide they sprayed Apple orchestratedThen they used it to control mosquitoes Now it's Roundup pick your poison","Virginia, USA"
"3099","NotTheMommaOk","@JRubinBlogger @samstein @Eugene_Scott His opinion on vaccines won’t cause him to lose his license.
It’s gob smack idiocy, on the other hand. Study the history of polio and the world wide flu epidemic in 1918 that killed millions.
Herd immunity- google it. He should know about eye infections caused by virus.","USA"
"3100","JakeHelms5","@GrindLinePod A good example is the common cold or the flu, you never get the exact same virus but there are many different types of the virus","Davenport, IA"
"3101","RachelPeyton2","@l49664420 @toto99 Thank you Marie. I appreciate your kind words. <U+0001F495> Can’t believe how bad this virus makes you feel. Only had the flu once in my life before many years ago and I forgot how much it really wipes you out.","Bradley Beach, New Jersey, USA"
"3102","HumanVacProject","Killer immune cells that can fight all strains of influenza virus provide the potential for a universal, one-shot flu vaccine. “... parts of the virus that had not changed in 100 years” Dr. Anthony Purcell @MonashBDI
https://t.co/maEMkH5yW8","New York, NY"
"3103","dr_bombay","@igorzarubo Something so sudden and aggressive sounds more like food poisoning, not a flu virus, to me. Usually with colds and flus you have a day or so of warning. Feel better soon!","Reno, NV"
"3104","cb1853","@amyklobuchar @SenMarkey @SenTinaSmith Thanks Amy, we need all the protection against the flu <U+0001F637> virus that we can get. The flu virus is often fatal for youngsters and our elderly.","Orlando, FL"
"3105","PittsburghPG","3 additional flu deaths reported in Allegheny County https://t.co/zepTMpOFmk","Pittsburgh, Pa."
"3106","scifri","The end of flu season is within sight, folks! But there's still time to contribute to our citizen science project tracking the spread of the virus with @FluNearYou. https://t.co/Qxq5QhJF0x","New York, New York"
"3107","BioFireDX","Adenovirus causes flu-like symptoms and can lead to severe complications—yet it’s often overlooked during respiratory season. #RP2Panel #respiratoryseason https://t.co/1GjmFmF7mP https://t.co/uh5dYeDMKK","Salt Lake City, Utah, USA"
"3108","UMaine","Each year #FluSeason comes with a new vaccine to protect against a different strain of the flu virus. #UMaine researcher Sam Hess may have another solution based on how the flu virus interacts with the body. https://t.co/ZLFaV7poGg https://t.co/FvLV4oxhxo","Orono, ME"
"3109","AmandaK1231","@KerriQueen Me right now. One kid had a stomach virus this weekend, now the other kid has it and I've had the flu the whole time. Exhaustion is my middle name!","North Carolina"
"3110","Oleole56","Just awesome... Now I got a feber, so instead of a random virus, I now have the flu... Best work week ever..","Denmark"
"3111","vivapdx","@The_Acumen Yes. Or you were already exposed to that virus previously.
The flu shot does not cover every strain of flu virus so they fought a strain that was not in the shot.
Science.","Portland, Oregon"
"3112","USNatArchives","Watch now as Dr. Jeremy Brown of @NIH discusses the history of the #flu virus, the Great Flu of 1918, and our preparedness for the next outbreak. https://t.co/V2OEdWhoJb #publichealth #influenza #WW1 https://t.co/YwBojhDPPM","Washington, D.C."
"3113","USNatArchives","Don't miss our noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Great Flu of 1918, and how prepared we are for the next outbreak. https://t.co/C8hlnIECXc #publichealth #influenza #WW1 https://t.co/YNFVoZ0WlL","Washington, D.C."
"3114","USNatArchives","Don't miss tomorrow's noon book talk! Dr. Jeremy Brown of @NIH will discuss the history of the #flu virus, the Great Flu of 1918, and how prepared we are for the next outbreak. https://t.co/C8hlnIECXc #publichealth #influenza #WW1 https://t.co/ftddPUej8M","Washington, D.C."
"3115","VTLink","@whitneyllynn i had the flu/virus this weekend. i didnt answer a single text from 99 percent of people. #dead","Jacksonville Beach, FL"
"3116","moonshadow234","@MonkJordon @CNN Please don’t say things like that. Ebola, HIV, Lyme disease, deadly flu virus. All spread by fanatic 1% whose motto is to “do what thou wilt”. They don’t care about us. We R slaves;they hold the millions. Notice that? Ever hear of project paper clip? They were schooled by Nazis.","Vernon, CT"
"3117","JulieEWash","Tougher flu virus could prolong the season https://t.co/9TKYSFd1y7","Cleveland, Ohio"
"3118","MdSitler","‘tis the [flu] season! I’ve been seeing lots of children hospitalized with influenza virus... not to late for YOU to get your #FluVaccine and protect yourself and those most vulnerable! https://t.co/ki0O69ad4B","Sacramento, CA"
"3119","thelifeofrach_","i have had the flu once this semester and now i have the stomach virus 
WHY DOES MY BODY HATE ME SO MUCH","KY"
"3120","lauralocascio02","@qanon76 @realDonaldTrump @nytimes Funny even the FLU always hits at the same time and they just happen to know which strain of the virus it will be??  But sometimes they GUESS WRONG?? COINCIDENCE??  I think not....what happened to the BIRD FLU?  SWINE FLU? 

I have the #DEMOCRAT FLU ...is there a CURE?","United States"
"3121","ConsumerReports","Mistakenly called the stomach flu, this virus doesn't just afflict cruise ship passengers. Arm yourself with the facts to stay safe from this extremely contagious bug. 
 https://t.co/Icb0ugdYwB","New York"
"3122","M08D26","Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing #SmartNews  https://t.co/qhgZ0FddRk","Boston, MA"
"3123","DrRamiMorsi","Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing via @forbes https://t.co/0BJDj7sSk0","Boston, MA"
"3124","DCleverness","I must've caught the virus or the flu that's been going around... WHY?! THIS TOTALLY SUCKS!","Pennsylvania, USA"
"3125","mlipsitch","Studies of Deadly Flu Virus, Once Banned, Are Set to Resume   via @NYTimes https://t.co/GIPv5xvHYk","Boston, MA"
"3126","mlipsitch","Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing https://t.co/R0Wle2e5le","Boston, MA"
"3127","ssssstephhhhhh","@doctorsensation @heather32180 If your immune system is working ok, this lets your body fight off the virus before it makes you sick. (If you get the flu after a flu shot, you prob got sick from another patient, and were not yet protected, because the flu shot takes 2 weeks to protect. Doc offices are germ-y!)","United States"
